Variable,Mean_Fx,SD_Fx,Mean_Ctl,SD_Ctl,P_Value,Cohen_D,AUC
AGE,59.51063829787234,7.148492894058553,57.22727272727273,8.769429431951856,0.18041770870732218,0.2832050904944028,0.5959864603481625
BMI,28.542553191489368,4.353933642358859,28.387727272727272,4.5473443117116386,0.8700392706733253,0.0344194780516542,0.5178916827852998
L1-L4 T SCORE,-1.6276595744680855,0.7493833287925208,-1.3568181818181817,0.8326839756508979,0.10990831541600699,0.33872424777653426,0.6088007736943908
NECK_TSCORE,-1.3382978723404253,0.6403300982121051,-1.2909090909090908,0.565612372010992,0.7129614689859396,0.07741754162663349,0.5236943907156673
HT_TSCORE,-0.5191489361702128,0.7410855458910633,-0.4272727272727273,0.6637920116352289,0.5403956799119143,0.12892248458125746,0.5207930367504836
TBS,1.2543465926611161,0.13579111096899132,1.284191699604743,0.08038093752958116,0.2141706131163848,0.2624480487146338,0.6438588007736944
FRAX – Major Osteoporotic Fracture (%),4.589248089237761,3.3651010138923385,3.8588481906443066,3.1072805155657077,0.2911994906934412,0.22273473191256485,0.5892166344294004
FRAX – Hip Fracture (%),0.9789309807991696,1.0649451745147942,0.8524944567627493,1.1733460610692192,0.5954704750275527,0.11177493183589496,0.5793036750483559
RADIUS_ttvBMD,251.54042553191493,67.49632191578551,290.58181818181816,64.10614873617915,0.006376769305619897,0.5860750559380784,0.6544970986460348
RADIUS_TB.N,1.0277021276595744,0.21699631479306494,1.2099772727272728,0.212129729672066,0.00012913443019349922,0.8397628700212736,0.7282398452611218
RADIUS_CT.PO,0.008936170212765958,0.015601969672870003,0.007454545454545456,0.005797548641273645,0.5592109272521462,0.12297213675510225,0.5002417794970986
RADIUS_CT.TH,0.9001914893617022,0.2430022886064956,0.9730681818181821,0.2036694511978654,0.13004935655747965,0.32053814563304334,0.609284332688588
TIBIA_ttvBMD,263.49787234042554,46.7914362475802,283.60227272727275,49.01613597320581,0.05084467627130389,0.4152513686366795,0.601063829787234
TIBIA_TB.N,0.8847021276595746,0.20759278006688625,0.9781590909090909,0.15062837218885577,0.017686955049835733,0.5070287655902239,0.629835589941973
TIBIA_CT.PO,0.024808510638297872,0.015226849603435096,0.032318181818181815,0.04502159720485307,0.2886079905565658,0.22394230977087606,0.5382011605415861
TIBIA_CT.TH,1.4030638297872342,0.24433943988477394,1.4535,0.21573663447487412,0.3060096778357492,0.21597038699735244,0.5640715667311411
F.Load_RADIUS,-2182.591859574468,565.4297532523391,-2526.779129066986,832.1288407595807,0.02408896058358621,0.48140897986275905,0.6266924564796905
Stiffness_RADIUS,41370.18510638298,10004.008377134547,47636.70800347978,14794.134194354025,0.020777081209235725,0.4937869325348116,0.63394584139265
F.Load_TIBIA,-7167.288382978722,835.5126613226332,-7280.851542366247,1298.6508795641464,0.6227338950062369,0.10356404184843135,0.5382011605415861
Stiffness_TIBIA,130643.3170212766,15343.594366439627,133269.27746846454,23873.549861658943,0.5360593436405177,0.13030861894647477,0.5377176015473888
